,Id,Target,abastaguadentro,abastaguano,area1,area2,cielorazo,computer,dis-max,dis-min,dis-range_,dis-sum,elimbasu1,elimbasu2,elimbasu3,elimbasu4,energcocinar1,energcocinar2,energcocinar3,energcocinar4,epared1,epared2,epared3,estadocivil1-max,estadocivil2-max,estadocivil2-range_,estadocivil3-max,estadocivil3-min,estadocivil3-range_,estadocivil4-max,estadocivil4-min,estadocivil4-range_,estadocivil5-max,estadocivil5-range_,estadocivil5-sum,estadocivil6-max,estadocivil6-min,estadocivil6-range_,estadocivil7-max,estadocivil7-range_,etecho1,etecho2,etecho3,eviv1,eviv2,eviv3,hacapo,hacdor,hogar_mayor,idhogar,instlevel1-max,instlevel1-min,instlevel2-max,instlevel2-min,instlevel2-range_,instlevel3-max,instlevel3-min,instlevel3-range_,instlevel4-max,instlevel4-min,instlevel4-range_,instlevel5-max,instlevel5-sum,instlevel7-max,instlevel7-sum,instlevel8-max,instlevel8-min,instlevel8-range_,instlevel9-max,instlevel9-range_,lugar1,lugar3,lugar4,lugar5,male-min,mobilephone-min,noelec,paredblolad,pareddes,paredfibras,paredmad,paredpreb,paredzinc,paredzocalo,parentesco2-max,parentesco3-max,parentesco4-max,parentesco6-max,pisocemento,pisomadera,pisomoscer,pisonatur,pisonotiene,refrig,sanitario2,sanitario3,sanitario5,techocane,television,tipovivi2,tipovivi4,tipovivi5,v14a,v18q-min,v2a1-missing,age-max,age-min,age-range_,age-std,age-sum,bedrooms,dependency,edjefa,edjefe,escolari-max,escolari-min,escolari-range_,escolari-std,escolari-sum,estadocivil1-sum,estadocivil7-sum,hhsize-diff,hogar_adul,hogar_nin,instlevel1-sum,instlevel2-sum,instlevel3-sum,instlevel4-sum,instlevel8-sum,meaneduc,overcrowding,parentesco11-sum,parentesco3-sum,parentesco4-sum,parentesco6-sum,phones-per-capita,qmobilephone,r4h1,r4h2,r4h3,r4m1,r4m2,r4m3,r4t1,r4t2,r4t3,rent-per-capita,rez_esc-max,rooms,rooms-per-capita,tablets-per-capita,tamviv,v18q-sum,v18q1,v2a1
556,ID_87f7556db,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,87dfa584d,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,False,38,38,0,0.0,38,2,0.0,0,11,11,11,0,0.0,11,0,1,0,1,0,0,0,0,0,0,11.0,0.5,0,0,0,0,1.0,1,0,1,1,0,0,0,0,1,1,0.0,0.0,5,5.0,0.0,1,0,0.0,0.0
557,ID_754585a47,4,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,77dbfbcce,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,False,42,3,39,19.87460691435179,94,3,1.0,0,15,15,0,15,7.4105780251385704,33,1,1,0,2,2,1,1,0,0,2,14.5,1.3333334,0,2,0,0,0.5,2,2,1,3,0,1,1,2,2,4,25000.0,0.0,6,1.5,0.25,4,4,1.0,100000.0
558,ID_0cdea3699,3,1,0,1,0,1,0,1,0,1,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,2,3858e7fe4,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,False,85,57,28,15.620499351813306,225,3,2.0,0,0,6,0,6,3.4641016151377544,6,0,1,0,3,0,2,0,1,0,0,2.0,1.0,0,1,0,0,0.0,0,0,2,2,0,1,1,0,3,3,0.0,0.0,5,1.6666666666666667,0.0,3,0,0.0,0.0
559,ID_9a8f13a27,4,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3c476bbcd,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,False,34,1,33,16.941074346097416,74,2,1.0,0,11,12,0,12,6.652067347825035,23,2,0,0,2,2,2,0,0,0,1,11.5,2.0,0,2,0,0,0.5,2,2,1,3,0,1,1,2,2,4,0.0,0.0,4,1.0,0.25,4,4,1.0,0.0
560,ID_6b4fc948a,4,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,d92faa577,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,False,53,52,1,0.7071067811865476,105,3,0.0,0,11,11,11,0,0.0,22,0,0,0,2,0,0,0,0,0,0,11.0,0.66666669,0,0,0,0,1.0,2,0,1,1,0,1,1,0,2,2,0.0,0.0,6,3.0,0.0,2,0,0.0,0.0
561,ID_bdfa41ac8,4,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,eb17f5491,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,False,86,43,43,30.405591591021548,129,3,1.0,3,0,14,3,11,7.7781745930520225,17,0,2,0,2,0,0,1,0,0,1,8.5,0.66666669,1,0,0,0,1.0,2,0,1,1,0,1,1,0,2,2,0.0,0.0,6,3.0,0.0,2,0,0.0,0.0
562,ID_c96627679,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1af4dbcd6,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,False,69,17,52,23.92070233082633,206,3,1.5,0,0,7,0,7,3.5777087639996634,13,0,2,0,3,2,3,0,1,1,0,2.3333333,1.6666666,0,1,0,2,0.8,4,0,2,2,0,3,3,0,5,5,0.0,4.0,5,1.0,0.0,5,0,0.0,0.0
563,ID_e6acdd324,4,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,165c3e6d2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,False,51,51,0,0.0,51,2,0.0,9,0,9,9,0,0.0,9,0,0,0,1,0,0,0,0,1,0,9.0,0.5,0,0,0,0,1.0,1,0,0,0,0,1,1,0,1,1,0.0,0.0,5,5.0,0.0,1,0,0.0,0.0
564,ID_9cf12b1f5,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,6abea509f,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,False,76,8,68,24.581836112598804,206,4,1.0,0,6,9,1,8,2.875181153713044,32,1,2,0,4,2,0,2,2,2,0,6.0,1.5,0,3,0,0,0.6666666666666666,4,0,3,3,1,2,3,1,5,6,0.0,2.0,6,1.0,0.0,6,0,0.0,0.0
565,ID_1263fa2a1,4,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,73781f68b,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,False,55,23,32,14.254823744964368,189,4,0.0,0,9,15,7,8,3.435112807463533,58,0,3,0,5,0,0,0,0,2,3,11.6,1.25,0,3,0,0,1.2,6,0,3,3,0,2,2,0,5,5,0.0,0.0,6,1.2,0.0,5,0,0.0,0.0
566,ID_17b31e21e,2,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1a1cebc72,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,False,64,12,52,17.82988395657027,194,3,0.75,6,0,13,4,9,2.819996622760558,53,0,6,0,4,3,0,1,2,3,1,10.25,2.3333333,0,2,0,4,0.2857142857142857,2,0,3,3,0,4,4,0,7,7,0.0,2.0,5,0.7142857142857143,0.0,7,0,0.0,0.0
567,ID_91908cad4,4,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,b3f89dbac,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,False,64,15,49,19.08577131442863,232,6,0.2,0,10,14,8,6,2.503331114069145,64,0,4,0,5,1,0,0,0,3,2,11.2,1.0,0,3,0,1,1.0,6,0,5,5,0,1,1,0,6,6,0.0,0.0,9,1.5,0.0,6,0,0.0,0.0
568,ID_d5776f58a,4,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,29c385870,0,0,0,0,0,1,0,1,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,False,66,22,44,22.368132093076824,139,4,0.5,6,0,11,6,5,2.8867513459481287,28,0,1,0,3,0,0,0,1,0,0,9.333333,0.75,0,1,0,0,1.0,3,0,1,1,0,2,2,0,3,3,86666.66666666669,0.0,7,2.333333333333333,0.0,3,0,0.0,260000.0
569,ID_f795f2c4c,4,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,f81d90468,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,False,51,5,46,19.756855350316588,94,3,1.0,6,0,9,0,9,4.031128874149275,23,1,2,0,2,2,1,0,1,2,0,7.5,1.3333334,0,2,0,1,1.0,4,0,0,0,1,3,4,1,3,4,0.0,0.0,5,1.25,0.5,4,4,2.0,0.0
570,ID_dfdc3b5ab,4,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,79b0a3cb4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,False,59,28,31,15.758595538097087,174,3,0.0,6,0,14,6,8,4.618802153517006,40,0,2,0,4,0,0,0,2,0,2,10.0,1.3333334,1,1,0,0,0.75,3,0,3,3,0,1,1,0,4,4,0.0,0.0,6,1.5,0.0,4,0,0.0,0.0
571,ID_12bac22e0,4,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,915e4ef03,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,False,46,14,32,17.63282923034947,121,3,1.0,0,17,17,7,10,5.259911279353167,50,0,2,0,2,2,0,0,0,2,0,17.0,1.3333334,0,2,0,0,1.0,4,0,2,2,0,2,2,0,4,4,0.0,0.0,6,1.5,0.75,4,4,3.0,0.0
572,ID_8e98aa7ab,4,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,80bc1565f,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,False,35,5,30,15.0858653491715,87,3,1.0,11,0,11,0,11,4.7871355387816905,27,1,1,0,2,2,1,0,0,2,0,10.0,1.3333334,0,2,0,0,0.5,2,1,1,2,0,2,2,1,3,4,0.0,0.0,5,1.25,0.25,4,4,1.0,0.0
573,ID_f770772fb,4,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,2,43466f33e,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,False,82,67,15,10.606601717798213,149,2,8.0,0,6,6,6,0,0.0,12,0,1,0,2,0,0,0,2,0,0,6.0,1.0,0,0,0,0,0.5,1,0,2,2,0,0,0,0,2,2,0.0,0.0,3,1.5,0.0,2,0,0.0,0.0
574,ID_5f2305a51,4,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,693d72ccf,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,True,50,4,46,20.280532537386684,143,2,0.66666669,5,0,6,0,6,2.3874672772626644,21,1,2,0,3,2,1,3,1,0,0,5.0,2.5,0,2,0,1,0.4,2,0,3,3,1,1,2,1,4,5,19500.91743008624,4.0,4,0.8,0.0,5,0,0.0,51596.3696221474
575,ID_a7065ce6f,4,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,873efbfd3,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,False,37,3,34,16.623276853055575,86,2,1.0,0,11,11,0,11,4.5,23,1,1,0,2,2,1,0,2,0,0,8.5,2.0,0,2,0,0,0.5,2,1,2,3,0,1,1,1,3,4,0.0,0.0,4,1.0,0.25,4,4,1.0,0.0
576,ID_173d89849,3,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,9190ee8ef,0,0,1,0,1,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,False,39,9,30,14.184498581197715,104,2,1.5,0,11,11,2,9,4.505552130427524,33,2,1,0,2,3,0,2,0,1,0,11.0,2.5,0,3,0,0,1.0,5,0,1,1,2,2,4,2,3,5,0.0,0.0,5,1.0,0.0,5,0,0.0,0.0
577,ID_21258a6ab,4,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,f490fca61,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,False,61,61,0,0.0,61,2,0.0,11,0,11,11,0,0.0,11,0,0,0,1,0,0,0,0,0,0,11.0,0.5,0,0,0,0,1.0,1,0,0,0,0,1,1,0,1,1,0.0,0.0,4,4.0,0.0,1,0,0.0,0.0
578,ID_0ef1c70f2,4,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,6d22a3413,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,False,61,28,33,17.214335111567138,142,2,0.0,12,0,15,12,3,1.7320508075688772,39,0,1,0,3,0,0,0,0,0,1,13.0,1.5,0,1,0,0,0.6666666666666666,2,0,2,2,0,1,1,0,3,3,133333.33333333337,0.0,5,1.6666666666666667,0.3333333333333333,3,3,1.0,400000.0
579,ID_2b79599d5,4,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,136b98db0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,False,44,12,32,12.480651692386367,157,4,0.5,0,6,10,5,5,1.6733200530681511,42,0,2,0,4,2,0,1,1,4,0,9.25,1.5,0,3,0,0,1.0,6,0,4,4,0,2,2,0,6,6,4500.0,0.0,6,1.0,0.0,6,0,0.0,27000.0
580,ID_787131bb3,4,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,d799ed61b,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,False,58,22,36,25.45584412271571,80,2,0.0,0,19,19,11,8,5.656854249492381,30,0,1,0,2,0,0,0,0,0,0,15.0,1.0,0,1,0,0,1.0,2,0,2,2,0,0,0,0,2,2,0.0,0.0,5,2.5,0.0,2,0,0.0,0.0
581,ID_5c3301e8d,4,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,d6584d766,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,False,36,2,34,17.289206652321173,71,2,1.0,0,6,8,0,8,4.123105625617661,14,2,0,0,2,2,2,0,1,1,0,7.0,2.0,0,2,0,0,0.75,3,2,1,3,0,1,1,2,2,4,0.0,0.0,4,1.0,0.0,4,0,0.0,0.0
582,ID_b5f0ce44a,4,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,145508b06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,False,43,19,24,16.97056274847714,62,2,1.0,16,0,16,13,3,2.1213203435596424,29,0,1,0,1,1,0,0,0,0,2,29.0,1.0,0,1,0,0,1.0,2,0,0,0,0,2,2,0,2,2,88000.0,0.0,4,2.0,0.0,2,0,0.0,176000.0
583,ID_0a178a015,4,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,ee23d963d,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,False,28,7,21,14.849242404917495,35,2,1.0,14,0,14,0,14,9.899494936611664,14,1,1,0,1,1,1,0,0,0,1,14.0,1.0,0,1,0,0,0.5,1,0,0,0,1,1,2,1,1,2,95000.0,0.0,4,2.0,0.0,2,0,0.0,190000.0
584,ID_0ff0b4dfe,4,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,6a27dcfff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,False,76,39,37,26.162950903902264,115,3,1.0,13,0,16,13,3,2.1213203435596424,29,0,0,0,2,0,0,0,0,0,2,14.5,0.66666669,0,1,0,0,1.0,2,0,0,0,0,2,2,0,2,2,0.0,0.0,5,2.5,0.5,2,2,1.0,0.0
585,ID_8ec0e509e,4,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,03f00ec52,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,False,36,7,29,16.74315780649915,79,1,0.5,0,9,11,0,11,5.859465277082316,20,1,0,0,2,1,1,0,0,0,0,10.0,3.0,0,1,0,0,0.6666666666666666,2,1,1,2,0,1,1,1,2,3,0.0,0.0,3,1.0,0.3333333333333333,3,3,1.0,0.0
586,ID_69f50bf3e,4,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,a874b7ce7,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,False,18,18,0,0.0,36,1,8.0,0,4,6,4,2,1.4142135623730951,10,0,0,0,0,2,0,1,1,0,0,9.150342173303024,2.0,0,0,0,0,1.0,2,0,1,1,0,1,1,0,2,2,55000.0,0.21851851851851853,1,0.5,0.0,2,0,0.0,110000.0
587,ID_53e7665d6,4,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,19b271373,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,False,58,11,47,26.312227829154512,124,4,0.5,0,7,16,5,11,5.859465277082316,28,0,1,0,2,1,0,1,0,1,1,11.5,0.75,0,0,0,1,1.0,3,0,1,1,1,1,2,1,2,3,0.0,0.0,6,2.0,0.3333333333333333,3,3,1.0,0.0
588,ID_a195e8bb5,4,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,52f3461a2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,False,76,69,7,4.949747468305833,145,2,8.0,0,14,14,6,8,5.656854249492381,20,0,0,0,2,0,0,0,1,0,1,10.0,1.0,0,0,0,0,0.5,1,0,1,1,0,1,1,0,2,2,0.0,0.0,4,2.0,0.5,2,2,1.0,0.0
589,ID_b21cc20d5,4,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,8d884e65c,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,False,48,2,46,25.482019804821853,94,2,0.5,0,16,16,0,16,8.962886439832502,31,1,0,0,2,1,1,0,0,0,2,15.5,1.5,0,1,0,0,0.6666666666666666,2,1,1,2,0,1,1,1,2,3,0.0,0.0,4,1.3333333333333333,0.3333333333333333,3,3,1.0,0.0
590,ID_c7d7b6515,4,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,00e443b00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,False,40,40,0,0.0,40,2,0.0,0,14,14,14,0,0.0,14,0,1,0,1,0,0,0,0,0,1,14.0,0.5,0,0,0,0,1.0,1,0,1,1,0,0,0,0,1,1,205000.0,0.0,3,3.0,0.0,1,0,0.0,205000.0
